what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314442420656
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314442420890
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1314442421625
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.format",1314442422296
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1314442423953
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314442426859
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314442500000
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1314442500234
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1314442500343
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314442502921
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314442502937
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314442503015
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314442504093
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1314442511156
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1314442518046
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1314442525203
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.format",1314442527890
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1314442532296
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314442534546
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314442547937
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.override.methods",1314442548078
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1314442550609
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.format",1314442551375
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314442552015
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314442585593
