what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314438787578
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314438887390
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314438890437
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314438892187
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314438892250
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314438975046
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1314438977359
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1314438979187
activated,editor,com.android.ide.eclipse.adt,0.9.3.v200909031112-12945,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1314438982218
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1314438990703
started,bundle,org.eclipse.mylyn.java.tasks,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.tasks",1314438991765
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314438995156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314438995156
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314438995203
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314438997734
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1314439000359
activated,view,com.android.ide.eclipse.ddms,0.9.3.v200909031112-12945,"com.android.ide.eclipse.ddms.views.LogCatView",1314439002250
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1314439006593
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1314439010656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314439012859
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314439022078
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314439022468
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314439022500
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314439022562
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314439114406
