what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441868671
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441868687
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441868796
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441871562
activated,view,com.android.ide.eclipse.ddms,0.9.3.v200909031112-12945,"com.android.ide.eclipse.ddms.views.LogCatView",1314441872515
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441875093
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441875109
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441875171
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441876562
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441877218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441882609
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441883437
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441883453
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441883531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441885546
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1314441886562
activated,view,com.android.ide.eclipse.ddms,0.9.3.v200909031112-12945,"com.android.ide.eclipse.ddms.views.LogCatView",1314441895765
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441896656
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441899328
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1314441900515
activated,view,com.android.ide.eclipse.ddms,0.9.3.v200909031112-12945,"com.android.ide.eclipse.ddms.views.LogCatView",1314441904343
activated,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.PropertySheet",1314441905343
activated,view,com.android.ide.eclipse.ddms,0.9.3.v200909031112-12945,"com.android.ide.eclipse.ddms.views.LogCatView",1314441906093
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441906796
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441917515
