what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1314441917734
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441922515
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441924421
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1314441925140
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1314441927750
activated,view,com.android.ide.eclipse.ddms,0.9.3.v200909031112-12945,"com.android.ide.eclipse.ddms.views.LogCatView",1314441931140
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441931562
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441932078
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441932156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441933546
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441940875
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441940875
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441940953
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441942500
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1314441944843
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441948234
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441983093
activated,view,com.android.ide.eclipse.ddms,0.9.3.v200909031112-12945,"com.android.ide.eclipse.ddms.views.LogCatView",1314441985859
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441988828
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441988828
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441988906
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441990718
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314441991546
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314442003953
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314442012156
